
ago 02, 2018 19:10:05.21 NEW SESSION
ago 02, 2018 19:10:05.21 [3464:728:0802/191005.212:ERROR:install_util.cc(603)] Failed to read HKLM\SOFTWARE\Policies\Google\Chrome\MachineLevelUserCloudPolicyEnrollmentToken: O sistema não pode encontrar o arquivo especificado. (0x2)
ago 02, 2018 19:10:05.21 [3464:728:0802/191005.212:ERROR:configuration_policy_handler_list.cc(91)] Unknown policy: EnableCommonNameFallbackForLocalAnchors
ago 02, 2018 19:10:05.46 [3464:728:0802/191005.462:ERROR:configuration_policy_handler_list.cc(91)] Unknown policy: EnableCommonNameFallbackForLocalAnchors
ago 02, 2018 19:10:51.66 Unable to read VR Path Registry from C:\Users\User\AppData\Local\openvr\openvrpaths.vrpath
ago 02, 2018 19:11:46.44 [3464:1280:0802/191146.441:ERROR:shader_disk_cache.cc(237)] Failed to create shader cache entry: -2
ago 02, 2018 20:50:14.77 [3464:728:0802/205014.775:ERROR:textfield.cc(1754)] NOT IMPLEMENTED

ago 04, 2018 10:43:30.95 NEW SESSION
ago 04, 2018 10:43:30.95 [4724:3452:0804/104330.951:ERROR:install_util.cc(603)] Failed to read HKLM\SOFTWARE\Policies\Google\Chrome\MachineLevelUserCloudPolicyEnrollmentToken: O sistema não pode encontrar o arquivo especificado. (0x2)
ago 04, 2018 10:43:30.95 [4724:3452:0804/104330.952:ERROR:configuration_policy_handler_list.cc(91)] Unknown policy: EnableCommonNameFallbackForLocalAnchors
ago 04, 2018 10:43:31.01 [4724:3452:0804/104331.017:ERROR:configuration_policy_handler_list.cc(91)] Unknown policy: EnableCommonNameFallbackForLocalAnchors
ago 04, 2018 10:43:31.16 [4724:3452:0804/104331.165:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.18 [4724:3452:0804/104331.165:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.18 [4724:3452:0804/104331.165:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.18 [4724:3452:0804/104331.165:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.18 [4724:3452:0804/104331.165:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.18 [4724:3452:0804/104331.165:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.18 [4724:3452:0804/104331.165:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.18 [4724:3452:0804/104331.165:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.18 [4724:3452:0804/104331.165:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.18 [4724:3452:0804/104331.166:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.18 [4724:3452:0804/104331.166:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.18 [4724:3452:0804/104331.166:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.18 [4724:3452:0804/104331.166:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.18 [4724:3452:0804/104331.166:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.18 [4724:3452:0804/104331.166:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.18 [4724:3452:0804/104331.166:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.18 [4724:3452:0804/104331.166:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.18 [4724:3452:0804/104331.166:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.18 [4724:3452:0804/104331.166:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.18 [4724:3452:0804/104331.166:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.18 [4724:3452:0804/104331.166:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.18 [4724:3452:0804/104331.166:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.18 [4724:3452:0804/104331.166:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.18 [4724:3452:0804/104331.166:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.18 [4724:3452:0804/104331.166:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.18 [4724:3452:0804/104331.166:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.18 [4724:3452:0804/104331.166:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.18 [4724:3452:0804/104331.166:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.18 [4724:3452:0804/104331.166:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.18 [4724:3452:0804/104331.166:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.18 [4724:3452:0804/104331.166:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.18 [4724:3452:0804/104331.166:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.18 [4724:3452:0804/104331.166:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.18 [4724:3452:0804/104331.166:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.18 [4724:3452:0804/104331.166:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.18 [4724:3452:0804/104331.166:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.18 [4724:3452:0804/104331.166:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.18 [4724:3452:0804/104331.166:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.18 [4724:3452:0804/104331.181:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.18 [4724:3452:0804/104331.181:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.18 [4724:3452:0804/104331.181:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.18 [4724:3452:0804/104331.181:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.18 [4724:3452:0804/104331.181:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.19 [4724:3452:0804/104331.181:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.19 [4724:3452:0804/104331.181:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.19 [4724:3452:0804/104331.181:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.19 [4724:3452:0804/104331.181:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
ago 04, 2018 10:43:31.19 [4724:3452:0804/104331.181:ERROR:in_progress_cache_impl.cc(191)] Cache is not initialized, cannot RetrieveEntry.
